Candidato,VideoID,Comentario,FechaHora												
"César Acuña,CjcTxdDINCY,""Un narcotraficante que hace lavado de activos y tráfico de drogas, el Joaquín Ramírez también está en esa ruta además de bruto esta cómodo porque es el narco que entró a la política de la mano del comunista traidor a la patria vladimiro montesinos, en conclusión este sujeto puede hacer cualquier cosa en perú con dinero del narcotrafico y que la Dea sabe por ese motivo este delincuente no viaja con su droga a EEUU más viaja llevando drogas a Europa. ??"",2025-06-13T20:29:39Z"												
"César Acuña,CjcTxdDINCY,""Sus acciones y sus expresiones,dejan mucho que desear. Sus negocios,son muy sospechoso,de la época de Fujimori,sobre lavado de activo."",2025-06-13T03:17:07Z"												
César Acuña,CjcTxdDINCY,Recontra bruto,2025-06-12T01:57:26Z												
César Acuña,CjcTxdDINCY,??????????????????,2025-06-11T20:39:06Z												
César Acuña,CjcTxdDINCY,MO ERES BRUTO ERES FUNDADOR DE LOS FUTUROS ANIMALES COMO TU PSRA EL PAÍS,2025-06-09T10:36:54Z												
"César Acuña,CjcTxdDINCY,""tremendo burro el bruto este!......universidades con plata producto del narcotráfico, con su aliado montesinos, un gobierno sin corrupción le con!fiscaria todo en favor del estado"",2025-06-06T02:04:07Z"												
César Acuña,CjcTxdDINCY,Cesar   acuña   no   es   bruto   ..es   menso   nada   mas,2025-06-03T16:34:43Z												
César Acuña,CjcTxdDINCY,Eres bruto si estudias en una de esas universidades de Acuña,2025-05-29T02:29:54Z												
"César Acuña,CjcTxdDINCY,""Ayudas "												
Tidos pagan sus pensiones 												
"Tarado de ??"",2025-05-28T17:32:22Z"												
"César Acuña,CjcTxdDINCY,""Es verdad este hombre no es bruto, es un ANINAL, IGNORANTE TOTAL, FALTA DE MORAL"",2025-05-26T22:13:39Z"												
César Acuña,CjcTxdDINCY,Ayudas cobras pension,2025-05-20T21:06:51Z												
César Acuña,CjcTxdDINCY,eres recontra bruto mafioso,2025-05-19T18:54:23Z												
César Acuña,CjcTxdDINCY,Por lo menos los memes no faltarán ??,2025-05-19T04:47:39Z												
César Acuña,CjcTxdDINCY,Tremenda lavadora,2025-05-18T01:42:35Z												
César Acuña,CjcTxdDINCY,La politica es un mal necesario. Y para cualquier politico,2025-05-15T09:24:50Z												
"César Acuña,CjcTxdDINCY,""Eres narco politico y caudillo, dueño del Congreso - LA CORRUPCIÓN TOTAL, nunca será Presidente"",2025-05-13T23:43:55Z"												
César Acuña,CjcTxdDINCY,Aparté de bruto eres corupto ignorante cerrucho Acuña todo lo qué tiene es abase del de lito,2025-05-11T12:32:36Z												
"César Acuña,CjcTxdDINCY,""Capital humano es tu destreza tu agilidad tu virtud como profesional ya sea privado o público "												
Pero el burro le tiro sus amigos  ??												
"No sabe ni diferenciar  es burro por de nacimiento"",2025-05-08T11:48:41Z"												
César Acuña,CjcTxdDINCY,No pasa nada,2025-05-06T17:03:42Z												
César Acuña,CjcTxdDINCY,Que nadie bote por este tipo,2025-05-06T17:03:30Z												
César Acuña,CjcTxdDINCY,No sabes ni hablar,2025-05-06T17:02:23Z												
César Acuña,CjcTxdDINCY,Eeres mamerto,2025-05-06T17:01:51Z												
César Acuña,CjcTxdDINCY,Su fortuna es  plata como cancha,2025-05-05T03:26:56Z												
"César Acuña,CjcTxdDINCY,""Como pueden ser congresista este ,serrano de miel ,el peru no puede merecerse esto"",2025-04-30T03:47:44Z"												
César Acuña,CjcTxdDINCY,Bruto rebruto eres y aparte corrupto,2025-04-29T17:25:10Z												
César Acuña,CjcTxdDINCY,??????????? ???????? ???????? ?? ???? ?????????,2025-04-27T02:22:24Z												
"César Acuña,CjcTxdDINCY,""Igual Castillo un ignorante de presidente, pobre Peru"",2025-04-22T20:55:23Z"												
César Acuña,CjcTxdDINCY,Eres un burro con plata,2025-04-22T20:52:24Z												
"César Acuña,CjcTxdDINCY,""Se imaginan de presidente , son 5 años de risa y la risa  mata el estress"",2025-04-20T13:00:12Z"												
"César Acuña,CjcTxdDINCY,""Yo no me imagino como obtuvo su titulo de ingeniero? Y encima tres universidades , del narco, o de la corrupción., porque para el  pais no hace nada siendo alcalde y ahora como gobernador"",2025-04-14T19:10:59Z"												
César Acuña,CjcTxdDINCY,El problema no es eso sino que ni siquiera ha podido sacar de la delincuencia a su región teniendo un buen cargo y harta plata. Xd,2025-04-11T20:51:19Z												
"César Acuña,CjcTxdDINCY,""¡ACUÑA, CLARO QUE NO ES BRUTO, PORQUE EL MAS BRUTO SERÍA AUN MAS BRUTO, SI NO HACE NADA CON TANTA GUITA QUE DEJÓ SU PADRE!¡KEYKO, ABSOLUTAMENTE NO SABE NI MIÉRRRCOLES, PORQUE LA INMENSA GUITA QUE DEJÓ SU PADRE LE PERMITE VIVIR SIN HACER ABSOLUTAMENTE NADA, NADA NI MIÉRRRRCOLES!¡ANTE TREMENDA DIFERENCIA OBVIAMENTE ME QUEDO CON ACUÑA, PORQUE SIENDO MAS BRUTO QUE LA MISMA BRUTALIDAD, PERMITE ESTUDIAR Y SER ALGUIEN EN EL FUTURO A GRAN, PERO GRAN CATIDAD DE NUESTROS JÓVENES!¡ACUÑA, GRACIAS EN VERDAD GRACIAS!!!"",2025-04-08T07:39:25Z"												
"César Acuña,CjcTxdDINCY,""Claro mucho confio en ti cholo,ya veo como manejas a tus congresistas como tus sirvientes,los cuales se creen amos y señores del Perú"",2025-04-05T22:16:58Z"												
César Acuña,CjcTxdDINCY,Tío acuña es chistoso.... Debe ser presidente... Del elenco de jb.. Los chistosos...,2025-04-04T11:15:30Z												
"César Acuña,CjcTxdDINCY,""Sus amigooos. Los sanchez paredes sus padrinos se hiso ricoo por ellos.. lavando su dinero por años, comprando jueces y fiscales y policiasss... no es brutoo el señor...  solo no sabe expresarse..."",2025-04-04T03:20:52Z"												
"César Acuña,CjcTxdDINCY,""No es bruto , porque en la pandemia """" donó """" varias camas susy """" en honor a susy diaz"",2025-04-04T02:18:32Z"												
"César Acuña,CjcTxdDINCY,""fundar empresas no son signo de inteligencia necesariamente,  hay narcos, asesinos y políticos corruptos que han fundado miles de empresas y hoy están en la cárcel"",2025-04-04T02:15:49Z"												
César Acuña,CjcTxdDINCY,Emprendedores como tú dañan a la verdadera educación.,2025-04-01T20:38:33Z												
César Acuña,CjcTxdDINCY,No eres bruto eres narco,2025-04-01T03:51:00Z												
César Acuña,CjcTxdDINCY,LIDER DE LA DBA (DERECHA BRUTA Y ACHORADA),2025-03-29T20:13:36Z												
César Acuña,CjcTxdDINCY,El que dice que no es bruto es bruticimo si o si.,2025-03-28T22:27:32Z												
"César Acuña,CjcTxdDINCY,""Bruto von b de burro ...."												
"...."",2025-03-26T23:41:42Z"												
César Acuña,CjcTxdDINCY,Acuña no es bruto es una bestia humana .te quieren x tu plata como dice el dicho billetera llena mata a galán. Tendría que estar mal del coco para votar x este impresentable.,2025-03-26T22:10:06Z												
César Acuña,CjcTxdDINCY,No es bruto es brutaso ...el.que hizo la fortuna fue su abuelo...el resto ya es historia,2025-03-25T23:54:43Z												
"César Acuña,CjcTxdDINCY,""NO ES BRUTO, contunde, es verdad, me rindo, es un genio para el MAL, o no lo sabe que tanto daño hace al PERU, pero esta bien para el PERU, donde la juventud peruana corren detras de un chango americano gritando SPEEED, SPEEED, y tiene titulos de esas tres universidades vallejo, sipan, la autonoma pero los 100 millones NO es de su bolsillo sino de los seguidores de SPEED."",2025-03-25T13:04:03Z"												
César Acuña,CjcTxdDINCY,CLARO QUE NO SABE HABLAR,2025-03-23T12:42:22Z												
César Acuña,CjcTxdDINCY,CLARO QUE SI el fundar universidades no lo hace INTELIGENTE que paga con el  dinero de QUIEN,2025-03-23T12:41:59Z												
"César Acuña,CjcTxdDINCY,""Y es un bruto, en verdad no sabe ni m...da, no sabe hablar, dice cojudeces, para mí que no tiene titulos verdaderos, todos son bamba"",2025-03-23T03:40:57Z"												
"César Acuña,CjcTxdDINCY,""Es narco. Lo que pasa es que todos los policías, fiscales y jueces del norte del país están bajo su manto corrupto. Le ganó a Álan García Pérez. A este enano no la prueban ni una. Que lo investiguen desde Lima y con la repuesta Diviac y con Colchado. Y veremos como por extensión de dominio pierde todas sus propiedades."",2025-03-22T14:46:32Z"												
"César Acuña,CjcTxdDINCY,""Si César Vallejo reviviera y escuchara a este granuja medialengua, lo demandaría por usar su nombre para ponérselo a sus arcas de Noé que posee en todo el Perú. Luego, volvería a morirse con totales ganas, un día del cual ya no tendría el recuerdo... y el cadáver... ya no se echaría a andar."",2025-03-22T08:19:06Z"												
"César Acuña,CjcTxdDINCY,""Acuña deberia ser estudiado por las más prestigiosas universidades del planeta, para averiguar, ¿como es que un ser con el intelecto de una codorniz  y la fealdad de un sapo puede ser el lider de una millonaria organización criminal que somete a todo el norte del Perú?, ¡todavia no hay explicación para eso!"",2025-03-21T04:29:42Z"												
"César Acuña,CjcTxdDINCY,""EL TEMA ES DE ADONDE SACASTE LA PLATA PARA HACER UNA UNIVERSIDAD."												
												
"ACA HUELE A LAVANDERIA DE ROPA."",2025-03-20T23:08:42Z"												
César Acuña,CjcTxdDINCY,el asno rebuzna no soy cuadrupedo .,2025-03-16T13:53:11Z												
César Acuña,CjcTxdDINCY,Este sr. Sabe de amigos. El solo ve lo que le conviene o,2025-03-12T09:01:24Z												
"César Acuña,CjcTxdDINCY,""Jajajaja , si lo es!!!!"",2025-03-12T08:53:18Z"												
César Acuña,CjcTxdDINCY,Y donde saco tanto dinero?....narco trafico...alumnos mal preparados la muestra copando.   en las diferentes instituciones que reflejan el sistema actual.....???????????,2025-03-11T21:06:33Z												
César Acuña,CjcTxdDINCY,Confirmado:es bruto,2025-03-09T03:03:37Z												
César Acuña,CjcTxdDINCY,Estafas a 150000 jovenes,2025-03-08T02:46:00Z												
César Acuña,CjcTxdDINCY,El señor no es burro	 burros seríamos sí votamos por el,2025-03-03T18:57:24Z											
"César Acuña,CjcTxdDINCY,""como ba aser bruto si posee la universidad que graduo a la unica peruana que trabaja en la NASA y le preguntaron  esta peuana que papel desarrolla en la NASA ?  y no savia  que es bruto, inteligente, torpe  o vivo pndj ?"",2025-03-03T17:30:38Z"												
"César Acuña,CjcTxdDINCY,""Este tipo es el mayor cómico, no del Perú, sino del mundo, cantinflesco cien por ciento, y tiene razón al decir que no es """"bruto"""" , bruto serían, los que pueden votar por este ignorante...y  la plata ...es un"""" sentimiento, sentimiento que lo siente así""""...que tal...."",2025-03-01T16:30:17Z"												
"César Acuña,CjcTxdDINCY,""Acuña si lo eres, tus sctos lo demuestra"",2025-03-01T11:37:15Z"												
"César Acuña,CjcTxdDINCY,""Mi voto va para k te vallas atu casa o de regreso al colegio porque si asi hablas como escribiras."												
"Ni borrachos votaran por tu partido ya fuiste."",2025-03-01T05:11:22Z"												
"César Acuña,CjcTxdDINCY,""NO ERES BRUTO"												
ERES REBRUTO												
MEMES ERES UN MEME												
NO SABES HABLAR.												
HAS FUNDADO UNIVERSIDADES												
SOBORNANDO LO CONSIGUES 												
ERES REBRUTO Y ENCIMA TE ARDE PAGAR IMPUESTOS.												
"BENDECIDO? YA VEREMOS."",2025-03-01T05:09:56Z"												
"César Acuña,CjcTxdDINCY,""Eres bruto, xq ese dinero es de Narcotráfico!! No, puedes entrar a USA xq saben de tu vida que no es nada Santa,,"",2025-03-01T04:29:33Z"												
César Acuña,CjcTxdDINCY,JB debe contratar a ese comico,2025-03-01T04:08:35Z												
"César Acuña,CjcTxdDINCY,""Quiere ser presidente para que? Solo para enaltecer su ego, como tantos mitomanos que  gobernaron  estos últimos años. No tiene nada que aportar, siendo presidente regional, no ha hecho nada de trascendencia (tal vez solo obras sobrevaloradas para llenarse mas los bolsillos) porque está enfocado en otras cosas. Se tiene que cambiar este modo de seleccionar los candidatos, para que este tipo de personajes no sean la única alternativa que tengamos que elegir."",2025-02-28T21:12:47Z"												
César Acuña,CjcTxdDINCY,Tu no has fundado nada ..solo eres un testaferro...que presta su nombre..para que la mafia..lave su dinero..todo lo que roban tus hermanos lo pasan por tu disque universidad,2025-02-28T14:21:12Z												
"César Acuña,CjcTxdDINCY,""Robando robando y estafando es trabajo de brutalidad, solo piensa en riqueza pero delincuencialmante"",2025-02-27T21:00:21Z"												
César Acuña,CjcTxdDINCY,A parte de BRUTO eres mafioso les robas a todos los Padres de Familia de todos esos muchachos que quieren estudiar pero Tu solo te preocupas en que paguen la pension y no te preocupas por que tengan una BUENA Educacion,2025-02-27T19:22:49Z												
"César Acuña,CjcTxdDINCY,""No son sus amigos, son interesados."",2025-02-25T19:30:40Z"												
"César Acuña,CjcTxdDINCY,""???? ?????????? ?????? ???????????????? ?????????????????? ?????? ?????????????????? ???????? ?? ???? ???????????? ACUÑA,LUNA,FUJIMORI,CHIRINOS,MONTOYA,CERRON,APP,AP,?????????????????????,APRA,PODEMOS"",2025-02-23T17:25:10Z"												
César Acuña,CjcTxdDINCY,Tu eres narco ya eso sabe .....????????,2025-02-23T05:52:10Z												
"César Acuña,CjcTxdDINCY,""Qué apoyo a los 150, 000 jóvenes menciona este chaparro. Gracias a los corruptos del congreso la educación es un mercantilismo."												
"Los jóvenes pagan a esa universidad trucha."",2025-02-22T03:26:48Z"												
"César Acuña,CjcTxdDINCY,""cual universidad, eso es casa colegio:P"",2025-02-07T08:04:31Z"												
César Acuña,CjcTxdDINCY,Tres universidades.....basura. Otra cosa tu no ayudas a los tontos que compran su titulo en tus universidades....porque les cobras....ellos te pagan.,2025-02-05T23:25:01Z												
César Acuña,CjcTxdDINCY,EL QUE LO FUNDO FUE EL DR EDUARDO GALLARDO GARCIA.TU ERAS EL ADORKO,2025-02-03T19:34:56Z												
César Acuña,CjcTxdDINCY,Ptm que asco...,2025-02-02T03:00:53Z												
César Acuña,CjcTxdDINCY,Bruto y creador de prostibulo en el congreso y demás.........,2025-02-01T12:39:21Z												
César Acuña,CjcTxdDINCY,ES UN SUPER ASNORANTE,2025-01-29T04:20:51Z												
"César Acuña,CjcTxdDINCY,""DINA es NULA  y ACUÑA PEOR en la lucha contra la delincuencia organizada. "												
El Perú está abandonado a la delincuencia a la corrupción y al narcotráfico. 												
"CAMBIO GENERAL DE AUTORIDADES ES LA SOLUCIÓN."",2025-01-21T19:42:13Z"												
"César Acuña,CjcTxdDINCY,""Fundo universidades con lavado de activos con dinero del narcotrafico en la cual esta vinculado hasta la saciedad, bruto no es, es corchazo tantos años en politica y no sabe ni expresarse"",2025-01-20T22:35:28Z"												
César Acuña,CjcTxdDINCY,Y cuánto recibe en regalias?,2025-01-19T13:18:03Z												
"César Acuña,CjcTxdDINCY,""Es un bruto, seria para retrasar totalmente el pais, empezando con la vaga Fujimori"",2025-01-09T15:57:50Z"												
César Acuña,CjcTxdDINCY,No es bruto es solo memeable ????,2025-01-09T04:37:42Z												
César Acuña,CjcTxdDINCY,Tremendo Narcotraficante! Además maneja una red de prostitucion y extorsionistas  matones!,2025-01-09T00:30:12Z												
"César Acuña,CjcTxdDINCY,""No es bruto, es bruto al cuadrado"",2025-01-07T21:58:42Z"												
"César Acuña,CjcTxdDINCY,""Tú no eres bruto, ya naciste así"",2024-12-27T17:39:19Z"												
César Acuña,CjcTxdDINCY,Nunca votare por un mafasoi y coerupro,2024-12-14T18:02:21Z												
César Acuña,CjcTxdDINCY,Aparte de bruto es corrupto...,2024-12-08T19:48:58Z												
César Acuña,CjcTxdDINCY,ES COMO SI UN CHOFER SE COMPRARA 3 TRAILERS Y SIGUE SIENDO UN MAL CHOFER Y ESO ES LO RARO ENTONCES ESE CHOFER NO ES BRUTO SI NO ES UNA RATA UN PEDENDEJO O UN CORRUPTOR,2024-11-25T12:05:31Z												
César Acuña,CjcTxdDINCY,DE DONDE SACO ESE DINERO UUHHHHMMMMMM,2024-11-18T23:20:43Z												
César Acuña,Tr3gIhyF6NY,ven por que es importante no votar por cualquier sujeto?,2025-07-06T00:21:10Z												
César Acuña,Tr3gIhyF6NY,Es increíble la desfachates de la familia Acuña,2025-06-10T15:34:56Z												
"César Acuña,Tr3gIhyF6NY,""Piensan que nos están viendo la cara... No olvidemos estas cosas cuando votemos, votemos responsablemente"",2025-06-10T14:54:19Z"												
César Acuña,Tr3gIhyF6NY,Que se quede este periodista por favor!! Da una súper mejor imagen que el otro dizque periodista Fernando que solo grita y aburre,2025-06-10T11:36:44Z												
"César Acuña,Tr3gIhyF6NY,""Que vergüenza jajajajaja "												
"Ojalá el norte del país reaccione."",2025-06-10T02:53:57Z"												
César Acuña,Tr3gIhyF6NY,Estos acuñas son el colmo de los colmos.,2025-06-10T02:07:24Z												
César Acuña,Tr3gIhyF6NY,También igual que su hermano mafioso y les hacen preguntas sobre su supuesta carrera y no saben nada,2025-06-10T00:58:39Z												
César Acuña,Tr3gIhyF6NY,Claro para eso si es vivo luego se hace el tonto la sunedu lo controla el que lo va a fiscalizar. De verdad ese señor cree que somos todos idiotas.,2025-06-10T00:46:05Z												
"César Acuña,Tr3gIhyF6NY,""Muchas quejas con esta universidad, debe cerrarla, tira de ignorantes no saben ni hablar, solo sucede en Perú, ni en Nigeria."",2025-06-10T00:40:49Z"												
"César Acuña,Tr3gIhyF6NY,""Solo en Perú, ni en África."",2025-06-10T00:37:19Z"												
"César Acuña,Tr3gIhyF6NY,""????????Aunque"												
